0.262,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.667,0
0.373,0.000,0.000,0.000,0.000,0.100,0.429,0.000,0.182,0
0.130,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.140,0.000,0.000,0.000,0.167,0.041,0.250,0.000,0.118,0
0.145,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.333,0
0.160,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.333,0
0.250,0.000,0.000,0.000,0.000,0.000,0.353,0.000,0.154,0
0.130,0.000,0.000,0.000,0.200,0.000,0.231,0.000,0.091,0
0.161,0.000,0.000,0.000,0.250,0.000,0.207,0.000,0.095,0
0.190,0.000,0.000,0.000,0.000,0.098,0.316,0.000,0.143,0
0.474,0.000,0.000,0.000,0.000,0.100,0.750,0.000,0.154,0
0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.353,0.000,0.500,0
0.361,0.000,0.000,0.000,0.000,0.125,0.500,0.000,0.333,0
0.295,0.000,0.000,0.000,0.000,0.069,0.375,0.000,0.286,0
0.235,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.500,0
0.050,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0
0.178,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0
0.208,0.000,0.000,0.000,0.286,0.000,0.429,0.000,0.222,0
0.295,0.000,0.000,0.000,0.333,0.111,0.545,0.000,0.222,0
0.242,0.000,0.000,0.000,0.000,0.032,0.176,0.000,0.118,0
0.302,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.029,0
0.000,0.000,0.000,0.000,0.000,0.009,0.065,0.000,0.025,0
0.246,0.000,0.000,0.000,0.000,0.014,0.100,0.000,0.040,0
0.351,0.000,0.000,0.000,0.000,0.018,0.125,0.000,0.053,0
0.000,0.000,0.000,0.000,0.500,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.136,0.000,0.000,0.000,0.286,0.125,0.462,0.000,0.333,0
0.138,0.000,0.000,0.000,0.286,0.118,0.462,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0
0.000,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.000,0
0.190,0.000,0.000,0.000,0.000,0.000,0.462,0.000,0.000,0
0.087,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.020,0
0.190,0.000,0.000,0.000,0.000,0.032,0.200,0.000,0.111,0
0.237,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.169,0.000,0.000,0.000,0.500,0.000,0.750,0.000,0.222,0
0.171,0.000,0.000,0.000,0.027,0.002,0.023,0.000,0.006,0
0.169,0.000,0.000,0.000,0.667,0.000,0.750,0.000,0.500,0
0.107,0.000,0.000,0.000,1.000,0.000,0.800,0.000,0.400,0
0.208,0.000,0.000,0.000,0.200,0.000,0.261,0.000,0.133,0
0.135,0.000,0.000,0.000,0.100,0.000,0.158,0.000,0.053,0
0.205,0.000,0.000,0.000,0.250,0.000,0.300,0.000,0.182,0
0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0
0.000,0.000,0.000,0.000,0.500,0.000,0.462,0.000,0.000,0
0.059,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0
0.211,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.077,0.429,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.545,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
0.211,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.500,0
0.300,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.154,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.190,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.545,0.000,0.667,0
0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.200,0
0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.105,0
0.102,0.000,0.000,0.000,0.000,0.048,0.333,0.000,0.133,0
0.140,0.000,0.000,0.000,0.000,0.087,0.500,0.000,0.222,0
0.202,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.400,0
0.130,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.400,0
0.156,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
0.082,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0
0.087,0.000,0.000,0.000,0.000,0.000,0.429,0.000,0.000,0
0.190,0.000,0.000,0.000,0.000,0.087,0.400,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.000,0.000,0.000,0.000,0.400,0.000,1.000,0.000,0.000,0
0.164,0.000,0.000,0.000,1.000,0.000,0.800,0.000,0.500,0
0.164,0.000,0.000,0.000,0.286,0.000,0.273,0.000,0.125,0
0.164,0.000,0.000,0.000,0.333,0.000,0.545,0.000,0.286,0
0.164,0.000,0.000,0.000,0.154,0.020,0.133,0.000,0.067,0
0.130,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.130,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0
0.135,0.000,0.000,0.000,0.000,0.118,0.750,0.000,0.333,0
0.146,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
0.168,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0
0.160,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
