0.794,1.000,0.000,0.000,1.000,0.824,0.889,1.000,0.889,0
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.222,0.667,0
0.136,0.000,0.000,0.000,0.200,0.047,0.500,0.167,0.625,0
0.136,0.000,0.000,0.000,0.154,0.029,0.345,0.100,0.417,0
0.145,0.000,0.000,0.000,0.056,0.029,0.161,0.056,0.145,0
0.136,0.000,0.000,0.000,0.286,0.000,0.889,0.667,0.571,0
0.151,0.000,0.000,0.000,0.000,0.000,0.833,0.500,1.000,0
0.500,0.000,0.000,0.000,0.000,0.095,0.571,0.000,0.625,0
0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.054,0.625,0.200,0.588,0
0.000,0.000,0.000,0.000,0.000,0.076,0.250,0.038,0.455,0
0.000,0.000,0.000,0.000,0.000,0.083,0.141,0.080,0.161,0
0.000,0.000,0.000,0.000,0.000,0.190,0.750,1.000,0.667,0
0.000,0.000,0.000,0.000,0.400,0.000,0.769,0.667,0.600,0
0.000,0.000,0.000,0.000,0.800,0.167,0.750,0.000,0.571,0
0.150,0.000,0.000,0.000,0.182,0.067,0.278,0.069,0.204,0
0.141,0.000,0.000,0.000,0.200,0.000,0.500,0.125,0.370,0
0.189,0.000,0.000,0.000,0.000,0.034,0.233,0.057,0.200,0
0.190,0.000,0.000,0.000,0.000,0.182,0.625,0.333,0.667,0
0.000,0.000,0.000,0.000,0.000,0.091,0.455,0.333,0.400,0
0.000,0.000,0.000,0.000,0.000,0.167,0.571,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.182,0.571,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.500,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.053,0.556,0.095,0.500,0
0.000,0.000,0.000,0.000,0.000,0.182,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.125,1.000,0.400,0.571,0
0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.154,0.889,0.000,0.333,0
0.000,0.000,0.000,0.000,0.000,0.167,0.750,0.000,0.333,0
0.169,0.000,0.000,0.000,0.000,0.143,0.571,0.000,0.750,0
0.169,0.000,0.000,0.000,0.444,0.131,0.556,0.111,0.323,0
0.136,0.000,0.000,0.000,0.286,0.000,0.750,0.667,0.750,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.169,0.000,0.000,0.000,0.333,0.182,0.889,0.000,0.667,0
0.000,0.000,0.000,0.000,0.750,0.000,0.769,0.667,0.769,0
0.151,0.000,0.000,0.000,0.000,0.000,0.833,0.400,0.833,0
0.000,0.000,0.000,0.000,0.500,0.000,0.750,0.000,0.333,0
0.000,0.000,0.000,0.000,0.222,0.065,0.500,0.118,0.545,0
0.000,0.000,0.000,0.000,0.500,0.000,0.571,0.333,0.333,0
0.000,0.000,0.000,0.000,0.286,0.054,0.588,0.080,0.600,0
0.000,0.000,0.000,0.000,0.000,0.160,0.526,0.182,0.600,0
0.194,0.000,0.000,0.000,0.000,0.044,0.357,0.054,0.200,0
0.143,0.000,0.000,0.000,0.235,0.167,0.294,0.080,0.240,0
0.190,0.000,0.000,0.000,0.000,0.000,0.769,0.182,0.000,0
0.105,0.000,0.000,0.000,0.000,0.091,0.769,0.222,0.750,0
0.000,0.000,0.000,0.000,0.000,0.000,0.769,0.286,0.571,0
0.105,0.000,0.000,0.000,0.000,0.091,0.769,0.222,0.750,0
0.105,0.000,0.000,0.000,0.286,0.091,0.714,0.250,0.667,0
0.200,0.000,0.000,0.000,0.000,0.105,0.769,0.333,0.571,0
0.186,0.000,0.000,0.000,0.250,0.200,0.556,0.154,0.429,0
0.150,0.000,0.000,0.000,0.133,0.110,0.250,0.091,0.294,0
0.150,0.000,0.000,0.000,0.182,0.103,0.476,0.125,0.588,0
0.190,0.000,0.000,0.000,0.000,0.000,0.714,0.154,0.333,0
0.167,0.000,0.000,0.000,0.364,0.263,0.588,0.143,0.500,0
0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0
0.146,0.000,0.000,0.000,0.000,0.094,0.313,0.056,0.240,0
0.136,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.222,0.500,0
0.109,0.000,0.000,0.000,0.200,0.048,0.421,0.167,0.533,0
0.109,0.000,0.000,0.000,0.154,0.030,0.286,0.100,0.348,0
0.152,0.000,0.000,0.000,0.056,0.029,0.131,0.056,0.118,0
0.109,0.000,0.000,0.000,0.286,0.000,1.000,0.667,0.667,0
0.125,0.000,0.000,0.000,0.000,0.000,0.727,0.500,0.889,0
0.340,0.000,0.000,0.000,0.000,0.100,0.667,0.000,0.533,0
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.400,0
0.000,0.000,0.000,0.000,0.000,0.056,0.533,0.200,0.500,0
0.000,0.000,0.000,0.000,0.000,0.077,0.205,0.038,0.381,0
0.000,0.000,0.000,0.000,0.000,0.070,0.114,0.080,0.131,0
0.000,0.000,0.000,0.000,0.000,0.200,0.857,1.000,0.571,0
0.000,0.000,0.000,0.000,0.400,0.000,0.667,0.667,0.444,0
0.000,0.000,0.000,0.000,0.800,0.182,0.857,0.000,0.667,0
0.198,0.000,0.000,0.000,0.182,0.068,0.229,0.069,0.167,0
0.167,0.000,0.000,0.000,0.200,0.000,0.421,0.125,0.308,0
0.235,0.000,0.000,0.000,0.000,0.034,0.190,0.057,0.163,0
0.151,0.000,0.000,0.000,0.000,0.190,0.533,0.333,0.500,0
