153
0.000,0.000,0.000,0.000,0.000,0.000,0.615,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.067,0.800,0.500,0.462,0
0.720,0.000,0.000,0.000,0.500,0.047,0.900,0.500,0.462,0
0.000,0.000,0.000,0.000,0.333,0.256,0.800,0.800,0.667,0
0.133,0.000,0.500,0.000,0.400,0.000,0.900,0.750,0.889,0
0.000,0.000,0.200,0.000,0.235,0.090,0.383,0.286,0.370,0
0.138,0.000,0.400,0.000,0.333,0.125,0.800,0.500,0.600,0
0.138,0.000,0.333,0.000,0.444,0.143,0.800,1.000,0.545,0
0.138,0.000,0.133,0.000,0.364,0.114,0.529,0.375,0.526,0
0.133,0.000,0.222,0.000,0.364,0.000,0.621,0.375,0.588,0
0.133,0.000,0.200,0.000,0.364,0.000,0.621,0.375,0.588,0
0.133,0.000,0.286,0.000,0.250,0.000,0.409,0.333,0.435,0
0.133,0.000,0.286,0.000,0.267,0.000,0.486,0.353,0.513,0
0.133,0.000,0.222,0.000,0.400,0.000,0.947,0.400,0.625,0
0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.000,0.750,0
0.000,0.000,0.000,0.000,0.571,0.108,0.875,0.800,0.571,0
0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.000,0.000,0
1.000,1.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0
1.000,1.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0
1.000,1.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.276,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.205,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0
0.000,1.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0
1.000,1.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0
