0.145,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.333,0
0.156,0.000,0.000,0.000,0.167,0.015,0.146,0.000,0.037,0
0.474,0.000,0.000,0.000,0.000,0.034,0.316,0.000,0.043,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.242,0.000,0.000,0.000,0.000,0.026,0.231,0.000,0.077,0
0.000,0.000,0.000,0.000,0.000,0.167,1.000,0.000,0.250,0
0.000,0.000,0.000,0.000,0.000,0.030,0.094,0.000,0.000,0
0.000,0.000,0.000,0.000,1.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.667,0
0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0
0.000,0.000,0.000,0.000,1.000,0.000,0.667,0.000,0.000,0
0.237,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.400,0
0.146,0.000,0.000,0.000,0.333,0.051,0.300,0.000,0.100,0
0.132,0.000,0.000,0.000,0.133,0.015,0.156,0.000,0.033,0
0.161,0.000,0.000,0.000,0.154,0.023,0.316,0.000,0.044,0
0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.237,0.000,0.000,0.000,0.182,0.019,0.138,0.000,0.049,0
0.107,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.043,0.273,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.250,0.857,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.080,0.375,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.130,0.000,0.000,0.000,0.400,0.105,0.545,0.000,0.200,0
0.000,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.400,0
0.000,0.000,0.000,0.000,1.000,0.000,0.800,0.000,0.000,0
0.145,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.250,0
0.000,0.000,0.000,0.000,0.000,0.100,0.500,0.000,0.000,0
0.000,0.000,0.000,0.000,0.000,0.103,0.188,0.000,0.000,0
0.238,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0
0.238,0.000,0.000,0.000,0.000,0.033,0.261,0.000,0.000,0
0.045,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0
0.143,0.000,0.000,0.000,0.000,0.000,0.545,0.000,0.000,0
0.234,0.000,0.000,0.000,0.333,0.042,0.261,0.000,0.111,0
0.150,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0
0.047,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0
0.047,0.000,0.000,0.000,0.000,0.074,0.273,0.000,0.000,0
0.150,0.000,0.000,0.000,0.000,0.028,0.128,0.000,0.000,0
0.095,0.000,0.000,0.000,0.000,0.154,0.545,0.000,0.000,0
0.133,0.000,0.000,0.000,0.000,0.071,0.353,0.000,0.000,0
0.143,0.000,0.000,0.000,0.000,0.111,0.429,0.000,0.000,0
0.156,0.000,0.000,0.000,0.500,0.053,0.462,0.000,0.125,0
0.222,0.000,0.000,0.000,0.400,0.083,0.600,0.000,0.222,0
0.000,0.000,0.000,0.000,0.000,0.074,0.375,0.000,0.000,0
0.159,0.000,0.000,0.222,0.308,0.041,0.311,0.088,0.172,0
0.108,0.000,0.000,0.000,0.222,0.082,0.609,0.353,0.200,0
0.000,1.000,0.000,0.000,0.000,0.200,0.444,0.000,0.333,0
0.031,0.000,0.000,0.250,0.333,0.089,0.467,0.167,0.333,0
0.000,0.000,0.000,0.400,0.000,0.000,0.600,0.500,0.500,0
0.000,1.000,0.000,0.667,0.182,0.041,0.206,0.105,0.105,0
0.000,1.000,0.000,0.000,0.000,0.000,0.444,0.500,0.333,0
0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.571,0
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.500,0.667,0
0.000,1.000,0.000,0.000,0.000,0.000,0.923,0.000,0.750,0
0.107,0.000,0.000,0.000,0.000,0.000,0.400,0.800,0.667,0
0.123,1.000,0.000,1.000,0.286,0.113,0.583,0.240,0.417,0
0.133,1.000,0.000,0.400,0.250,0.041,0.329,0.118,0.154,0
0.163,0.000,0.000,0.333,0.286,0.060,0.609,0.207,0.204,0
0.000,0.000,0.000,0.667,0.000,0.000,0.250,0.444,0.000,0
0.133,1.000,0.000,0.000,0.333,0.049,0.295,0.188,0.222,0
